ticker;ISIN;nom
;FR0007474010;MARTIN MAUREL OBLIGATIONS D
;FR0007474028;MARTIN MAUREL PIERRE CAPITALISATION D
;FR0007474036;BMM COURT TERME P
;FR0007474424;FORCE OPTIMA 2
;FR0007474937;ELITE 1818 PEA TRANQUILITE
;FR0007475827;ARGOFUND MODERE
;FR0007475843;SELECTION MULTI-GERANTS ASIE EMERGENTE A
;FR0007475959;GENERALI AUDACE EUROPE
;FR0007476346;LBPAM MONE PLUS
;FR0007476387;FRANCE ACTIONS EXPANSION
;FR0007476734;MEYERBEER TRESORERIE (C)
;FR0007477047;FEDERATION EP
;FR0007477146;AMUNDI ARBITRAGE VAR 2 I
;FR0007477625;NATIXIS SUSTAINABLE EURO SOVEREIGN 1-3 C
;FR0007478557;BSO FRANCE P
;FR0007478763;LF BOISSIERE
;FR0007479316;BSO AMERIQUE
;FR0007479365;SOPRANE ACTIONS FRANCE (C)
;FR0007479944;CPR 3-5 EURO SR P
;FR0007480363;HSBC DYNAFLEXIBLE AD
;FR0007480389;CROISSANCE DIVERSIFIEE I
;FR0007480629;MARTIN MAUREL LONG TERME P
;FR0007480652;ACER ACTIONS
;FR0007481429;MANSARTIS ASIE
;FR0007481536;AMUNDI PULSACTIONS
;FR0007481718;ASSURDIX
;FR0007481817;LCL ALLOCATION DYNAMIQUE
;FR0007481858;CM-CIC FRANCE EMPLOI
;FR0007482591;LFP FRANCE PME (C)
;FR0007483474;COVeA ACTIONS RENDEMENT
;FR0007485230;HOTTINGUER ACTIONS EUROPE
;FR0007485263;AVIVA ACTIONS FRANCE
;FR0007485719;GUTENBERG ACTIONS
;FR0007486469;SYMPHONY
;FR0007486576;PLUVALOR 2 (C)
;FR0007486634;HSBC MONETAIRE
;FR0007488267;FRANCE SELECTION VALEURS
;FR0007488507;EXPERT ACTIONS EUROPE C
;FR0007488671;AVIVA INTEROBLIG
;FR0007490131;CHARMOZ
;FR0007490560;ELAN 2004
;FR0007491782;BRONGNIART MONDE C
;FR0007492525;MITRA
;FR0007492566;INDICE VALOR (D)
;FR0007492665;COMPT CONVERTIBLES
;FR0007492681;COMPT - PACIFIQUE
;FR0007492707;STRATEGIE DYNAMIQUE
;FR0007492715;STRATEGIE EQUILIBRE
;FR0007492749;ALLIANZ ACTIONS EMERGENTES
;FR0007493051;DIVERSIS
;FR0007493390;INDICE VALOR (C)
;FR0007494166;CAMGESTION OBLICYCLE INFLATION CLASSIC
;FR0007494703;AG2R LA MONDIALE ACTIONS EUROPE ISR IC
;FR0007494760;GENERALI PRUDENCE P
;FR0007494778;GENERALI EQUILIBRE P
;FR0007494786;GENERALI DYNAMISME P
;FR0007495049;HMG RENDEMENT
;FR0007495171;UNION HIGH YIELD (C)
;FR0007495460;BSO CONVERTIBLE (C)
;FR0007495593;MANSARTIS INVESTISSEMENTS (C)
;FR0007495601;MANSARTIS EUROPE C
;FR0007496047;BNP PARIBAS CASH INVEST P
;FR0007496989;SCHELCHER PRINCE HAUT RENDEMENT I
;FR0007497359;BRONGNIART VARIFONDS (D)
;FR0007497425;CHAUSSIER CROISSANCE
;FR0007497789;COVeA ACTIONS INVESTISSEMENT
;FR0007497813;OBLIVALOR (D)
;FR0007498480;OBJECTIF COURT TERME EURO A
;FR0007499470;INTERVALOR (D)
;FR0010000653;HOCHEUROPE
;FR0010001214;AMUNDI CREDIT 1-3 EURO I
;FR0010003590;MARTIN MAUREL CONVERTIBLES
;FR0010004085;UNION INDICIEL AMERIQUE 500 C
;FR0010004127;CM-CIC GESTION 365 (C)
;FR0010004663;ALLIANZ ACTIONS EURO C
;FR0010007542;ENTREPRENEURS
;FR0010008003;NATIXIS SUSTAINABLE TRESORERIE EURO R
;FR0010010124;PLURI-INVESTISSEMENTS
MIB;FR0010010827;LYXOR ETF FTSE MIB
;FR0010010876;ARC PATRIMOINE
;FR0010011171;AXA OR ET MATIERES PREMIERES (C)
;FR0010011189;AXA OR ET MATIERES PREMIERES (D)
;FR0010013805;OPALE PATRIMOINE P
;FR0010013912;GROUPAMA DYNAMISME
;FR0010013920;GROUPAMA OBLIG LT
;FR0010013938;GROUPAMA MONDACTIONS
;FR0010013953;GROUPAMA PRUDENCE
;FR0010013961;GROUPAMA EQUILIBRE I (C)
;FR0010013987;EURO CAPITAL DURABLE I
;FR0010014001;GROUPAMA JAPON STOCK IC
;FR0010014480;OFI CONVERTIBLES TAUX EURO (C)
;FR0010015016;ATLAS MAROC
;FR0010016204;FONCIER INVESTISSEMENT R (C)
;FR0010016477;CANDRIAM INDEX ARBITRAGE C
;FR0010016816;LBPAM PREMIERE MONETAIRE E
;FR0010016857;LBPAM RESPONSABLE PREMIERE MOYEN TERME
;FR0010018192;UNION ENTREPRENEURS C
;FR0010018309;LBPAM RESPONSABLE PREMIERE LONG TERME (C)
;FR0010018317;LBPAM RESPONSABLE PREMIERE LONG TERME (D)
;FR0010020537;INDOSUEZ ALPHA LONG TERME C
;FR0010021030;SEEYOND FLEXIBLE MT CNP Assur Performance
;FR0010021576;BNP PARIBAS RETRAITE 50 P (D)
;FR0010021733;NATIXIS ACTIONS EURO RC
;FR0010025023;TIKEHAU INCOME CROSS ASSETS (C)
;FR0010025049;LCL OBLIGATIONS DIVERSIFICATION C
;FR0010026310;FONCIER INVESTISSEMENT R (D)
;FR0010027094;PROXY ACTIVE INVESTORS C
;FR0010027623;EDMOND DE ROTHSCHILD CREDIT VERY SHORT TERM C
;FR0010027862;HUGAU PATRIMOINE C
;FR0010028233;GASPAL CONVERTIBLES
;FR0010028704;VP ACTIONS RENDEMENT EURO (C)
;FR0010028761;BNP PARIBAS CONVERTIBLES EUROPE P
;FR0010028779;BNP PARIBAS ACTIONS USA
;FR0010028902;BNP PARIBAS VALEURS FRANCAISES P (C)
;FR0010028910;BNP PARIBAS ACTIONS EUROPE CLASSIC
;FR0010028969;BNP PARIBAS ETHEIS (D)
;FR0010028985;FRUCTI ISR OBLI EURO R (C)
;FR0010031195;GALLICA (C)
;FR0010032169;FRUCTI EURO ISR
;FR0010032326;ALLIANZ EURO HIGH YIELD R (C)
;FR0010032573;AMUNDI OBLIG INTERNATIONALES (EUR) I
;FR0010033142;NATIXIS ACTIONS EURO RD
;FR0010033589;CANDRIAM MULTI-STRATEGIES C
;FR0010034892;GENERALI EURO CONVERTIBLES A
;FR0010035162;AMUNDI CREDIT EURO ISR I (C)
;FR0010035592;R OPAL BIENS ReELS PART C EUR
;FR0010035824;MULTISELECTION 25
;FR0010036400;OSTRUM SOUVERAINS EURO 3-5 I
;FR0010036962;ATOUT VERT HORIZON C
;FR0010037341;UNION EUROPE GROWTH C
;FR0010038257;CONSERVATEUR UNISIC (C)
;FR0010040113;FRUCTI-COURT R
;FR0010041822;EDMOND DE ROTHSCHILD PATRIMOINE A
;FR0010042176;NATIXIS ACTIONS EURO MICRO CAPS
;FR0010043216;HSBC EUROPE EQUITY INCOME AC
;FR0010043224;HSBC EUROPE EQUITY INCOME AD
;FR0010045641;FCP OBJECTIF HORIZON 2037-2039
;FR0010052266;PERSEIS AVANTAGE CONVERTIBLES
;FR0010057075;ECUREUIL OBLI EURO C
;FR0010057083;ECUREUIL EXPANSION C
;FR0010057414;SOGERETRAITE ACTIONS C
;FR0010058008;DNCA VALUE EUROPE C
;FR0010058164;OFI RISK ARB ABSOLU A
;FR0010058529;AAA ACTIONS AGRO ALIMENTAIRE R (C)
;FR0010058628;HSBC SMALL CAP FRANCE A
;FR0010061283;HSBC OBLIG DEVELOPPEMENT DURABLE AC
;FR0010062695;AAA ACTIONS AGRO ALIMENTAIRE R (D)
;FR0010069336;ECUREUIL ACTIONS ASIE (C)
;FR0010069450;ECUREUIL ACTIONS MONDE (C)
;FR0010069740;DEXIA LOCALYS EURO COURT TERME C
;FR0010071498;DINVEST CONVICTIONS EUR
;FR0010071514;CANDRIAM EQUITIES F EUROPE CONVICTION (D)
;FR0010072678;GASPAL EURO OPPORTUNITES
;FR0010074666;AXA ROSENBERG EUROBLOC
;FR0010074682;AXA ROSENBERG INTERNATIONAL
;FR0010074690;ABP DIVERSIFIE
;FR0010074914;SWISS LIFE FUNDS (F) EQUITY EUROPE MINIMUM VOLATIL
;FR0010075333;GENERALI INVESTISSEMENT (D)
;FR0010075341;GENERALI EURO-ACTIONS (D)
;FR0010075796;ECUREUIL PROFIL 90
;FR0010075804;ECUREUIL ACTIONS EUROPEENNES (C)
;FR0010076430;PROFILEA EUROPE MULTIGESTION DYNAMIQUE C
;FR0010076547;PROFILEA MONDE MULTIGESTION DYNAMIQUE C
;FR0010076612;BNP PARIBAS FLOREAL 70
;FR0010076638;BNP PARIBAS FLOREAL 30
;FR0010076893;BNP PARIBAS OBLI ETHEIS P (C)
;FR0010077172;BNP PARIBAS MIDCAP EUROPE P
;FR0010077206;BNP PARIBAS CLIQUET EURO
;FR0010077230;BNP PARIBAS ACTIONS MONDE PROTEGE CLASSIC
;FR0010077255;BNP PARIBAS MULTISTRATEGIES PROTECTION 80 CLASSIC
;FR0010077321;BNP PARIBAS FINANCE EUROPE
;FR0010077354;BNP PARIBAS OBLI INFLATION P (C)
;FR0010077362;BNP PARIBAS EUROPE DIVIDENDE (C)
;FR0010077388;BNP PARIBAS OBLI INFLATION CLASSIC
;FR0010077412;BNP PARIBAS DEVELOPPEMENT HUMAIN P
;FR0010077453;BNP PARIBAS TECHNOLOGIES EUROPE
;FR0010077461;BNP PARIBAS ENERGIE EUROPE
;FR0010077859;BNP PARIBAS MIDCAP FRANCE (D)
;FR0010077917;INDEPENDANT PATRIMOINE
;FR0010077974;MONETAIRE BIO
;FR0010078170;EVOLIO ACTIONS
;FR0010078279;ELITE 1818 COURT TERME DYNAMIQUE
;FR0010080911;BSO PATRIMOINE
;FR0010083501;ECUREUIL PROFIL 75
;FR0010083519;ECUREUIL TECHNOLOGIES (C)
;FR0010083535;EURO RENDEMENT PATRIMOINE
;FR0010083634;SELECTION ACTION RENDEMENT
;FR0010085530;MONTAIGNE CAPITAL EUROPE INTERNATIONALE
;FR0010086454;ECUREUIL ACTIONS EUROPEENNES (D)
;FR0010086470;GROUPAMA ACTIONS RETRAITE
;FR0010086512;GENERALI INVESTISSEMENT (C)
;FR0010086520;PERFORMANCE ENVIRONNEMENT A
;FR0010086652;GENERALI EURO-ACTIONS (C)
;FR0010089391;ECUREUIL TECHNOLOGIES (D)
;FR0010091082;EPARCOURT
;FR0010091116;ECUREUIL BENEFICES RESPONSABLE D
;FR0010091132;ECUREUIL INVESTISSEMENTS
;FR0010091173;HORIZON C
;FR0010091660;MAIF RETRAITE CROISSANCE DURABLE
;FR0010092197;KBL RICHELIEU CROISSANCE PME C
;FR0010093682;AMUNDI EUROPE MONDE
;FR0010093716;ATOUT FRANCE (C)
;FR0010093724;CAPITOP EUROBLIG (C)
;FR0010093872;BNP PARIBAS OBLI REVENUS
;FR0010093922;TEMPO VALUE A
;FR0010094789;DYNAFER
;FR0010094797;ECOFI ALLOCATION LIBRE
;FR0010094805;FEDERAL OPTIMAL S
;FR0010094839;PLANISFER
;FR0010097642;CPR CROISSANCE DYNAMIQUE P
;FR0010097667;CPR CROISSANCE PRUDENTE P
;FR0010097683;CPR CROISSANCE REACTIVE P
;FR0010098210;BNP PARIBAS OBLI LONG TERME (C)
;FR0010100495;ELAN GESTION ALTERNATIVE C
;FR0010101022;RIVOLI INTERNATIONAL FUND E
;FR0010101030;RIVOLI INTERNATIONAL FUND V9 E
;FR0010101493;BNP PARIBAS VALEURS FRANCAISES P (D)
;FR0010101972;ATOUT EUROPE (C)
;FR0010101980;ATOUT MONDE (C)
;FR0010104901;BNP PARIBAS OBLI LONG TERME (D)
;FR0010105833;EFI PERFORMANCE (C)
;FR0010106336;RIVOLI EQUITY FUND
;FR0010106450;OPTIGEST MONDE (C)
;FR0010106500;ECHIQUIER EXCELSIOR
;FR0010106831;BNP PARIBAS INDICE FRANCE (C)
;FR0010106849;BNP PARIBAS INDICE FRANCE CLASSIC
;FR0010106856;ATOUT EUROPE (D)
;FR0010106864;ATOUT FRANCE (D)
;FR0010106880;ATOUT EUROLAND D
;FR0010107169;CAPITOP EUROBLIG (D)
;FR0010107235;BNP PARIBAS ACTIONS EUROPE P (D)
;FR0010107706;EURO RENDEMENT REEL (C)
;FR0010107953;LFP PROTECTAUX I
;FR0010108662;FEDERAL MULTI ACTIONS EUROPE
;FR0010108977;BNP PARIBAS ACTIONS MONDE
;FR0010109140;MONTSEGUR CROISSANCE C
;FR0010109157;MONTSEGUR OPPORTUNITES C
;FR0010109165;ODDO PROACTIF EUROPE A
;FR0010111526;VENDOME FRANCE (C)
;FR0010111674;VENDOME SELECTION EUROPE
;FR0010111724;SYCOMORE FRANCECAP I
;FR0010111732;SYCOMORE FRANCECAP R
;FR0010112094;BNP PARIBAS OBLI CT P (C)
;FR0010112615;BNP PARIBAS OBLI MOYEN TERME (C)
;FR0010113894;GF FIDELITE
;FR0010114108;SEQUIN E (C)
;FR0010115014;BNP PARIBAS OBLI MOYEN TERME (D)
;FR0010115410;BNP PARIBAS ACTIONS EUROLAND (C)
;FR0010115436;ETOILE SECTORIELLE EUROPE P
;FR0010116137;ALLIANZ EURECO EQUITY R
;FR0010116301;FRUCTI CONVERTIBLES EUROPE
;FR0010116343;BNP PARIBAS TRESORERIE P (C)
;FR0010116541;BNP PARIBAS ACTIONS EUROLAND (D)
;FR0010117085;SYCOMORE EUROPEAN GROWTH I
;FR0010117093;SYCOMORE EUROPEAN GROWTH R
;FR0010117341;ALLIANZ SECURITE (C)
;FR0010119917;OBJECTIF ACTIFS REELS (C)
;FR0010120840;OPTIGEST MONDE (D)
;FR0010120931;SYCOMORE L/S OPPORTUNITIES A
;FR0010121103;AKOYA SELECTION
;FR0010121137;MONTSEGUR PATRIMOINE C
;FR0010125880;BNP PARIBAS TRESORERIE 3 MOIS (C)
;FR0010126995;R MIDCAP EURO (C)
;FR0010127522;EDMOND DE ROTHSCHILD GEO ENERGIES C
;FR0010128587;BNP PARIBAS SMALLCAP EUROLAND (C)
;FR0010129742;BNP PARIBAS SMALLCAP EUROLAND (D)
;FR0010130765;BNP PARIBAS OBLI ETAT CLASSIC
;FR0010130781;ECUREUIL RELAIS PEA 2
;FR0010130807;LBPAM CONVERTIBLES EUROPE M
;FR0010133892;BNP PARIBAS OBLI MONDE P
;FR0010134437;R EURO CREDIT (D)
;FR0010135103;CARMIGNAC PATRIMOINE A EUR acc
;FR0010135327;ALCIS CAPI
;FR0010135434;BRONGNIART RENDEMENT (C)
;FR0010135442;BRONGNIART RENDEMENT D
;FR0010137166;BNP PARIBAS EURO VALEURS DURABLES (C)
;FR0010137646;BG LONG TERM VALUE Z
;FR0010138370;CNP ASSUR EUROPE NEUFLIZE OBC A
;FR0010143545;PATRIMOINE (C)
;FR0010144550;BNP PARIBAS IMMOBILIER (D)
;FR0010144618;INVESCO MULTI PATRIMOINE E
;FR0010144626;INVESCO MULTI STRATEGIE E
;FR0010145185;SOGEACTIONS SELECTION MONDE C
;FR0010146530;BNP PARIBAS RETRAITE RESPONSABLE 100 P 100
;FR0010146787;BNP PARIBAS RETRAITE RESPONSABLE 2019-2021 P
;FR0010146803;BNP PARIBAS RETRAITE 2022-2024 P
;FR0010146837;BNP PARIBAS RETRAITE RESPONSABLE 5 P
;FR0010146852;BNP PARIBAS RETRAITE RESPONSABLE 50 P
;FR0010146894;BNP PARIBAS RETRAITE RESPONSABLE 75 P
;FR0010147512;BNP PARIBAS RETRAITE RESPONSABLE 100 P HORIZON
;FR0010147603;CARMIGNAC INVESTISSEMENT LATITUDE A EUR acc
;FR0010147660;CORBEILLE UNIVERS EQUILIBRE
;FR0010147678;CORBEILLE UNIVERS NOUVEAUX MARCHES INTERNATIONAUX
;FR0010147686;CORBEILLE UNIVERS PERFORMANCE EUROPE
;FR0010147694;CORBEILLE UNIVERS PERFORMANCE INTERNATIONAL
;FR0010147744;PRAGMATIS CONVEXE PATRIMOINE
;FR0010148007;MAXIMA A
;FR0010148015;SYCOMORE EUROPEAN RECOVERY I
;FR0010148346;ETOILE VALEURS MOYENNES
;FR0010148981;CARMIGNAC INVESTISSEMENT A EUR acc
;FR0010148999;CARMIGNAC PROFIL REACTIF 75 A EUR acc
;FR0010149112;CARMIGNAC EURO-ENTREPRENEURS A EUR acc
;FR0010149120;CARMIGNAC SECURITE A EUR acc
;FR0010149161;CARMIGNAC COURT TERME A EUR acc
;FR0010149179;CARMIGNAC EURO-PATRIMOINE A EUR acc
;FR0010149203;CARMIGNAC PROFIL REACTIF 50 A EUR acc
;FR0010149211;CARMIGNAC PROFIL REACTIF 100 A EUR acc
;FR0010149302;CARMIGNAC EMERGENTS A EUR acc
;FR0010150433;ALLIANZ EURO TACTIQUE
;FR0010151043;DPG STRATeGIES ACTIONS
;FR0010152967;AAA ACTIONS AGRO ALIMENTAIRE I (C)
;FR0010153320;AMUNDI ACTIONS USA ISR P
;FR0010155226;CAMGESTION ACTIONS FRANCE
;FR0010156216;BNP PARIBAS IMMOBILIER (C)
;FR0010156604;AMUNDI OBLIG INTERNATIONALES (EUR) P
;FR0010157511;AMUNDI ABSOLUTE EURO TAUX COURT I
;FR0010158048;DORVAL MANAGEURS C
;FR0010158220;LA FRANCAISE ALLOCATION I ACCUMULATION
;FR0010164558;FRUCTI EURO VALUE D
;FR0010164897;RP SELECTION ARBITRAGE FRANCE
;FR0010165944;AMUNDI ACTIONS RESTRUCTURATIONS P
;FR0010166140;OUDART OPPORTUNITES FRANCE P
;FR0010166272;DLV EUROPE SELECTION
;FR0010168351;CAMGESTION SITUATION SPEC.
;FR0010170464;LFP ALTERAM EVENT
;FR0010172437;LMDG OPPORTUNITeS MONDE 50 (EUR) R
;FR0010172502;BATI PRUDENT
;FR0010172767;EDMOND DE ROTHSCHILD EURO SUSTAINABLE CREDIT C
;FR0010172825;EDMOND DE ROTHSCHILD EURO LEADERS D
;FR0010173237;AMUNDI SERENITE PEA I-C
;FR0010173484;NOBC OBLI SELECTION C
;FR0010174144;BDL REMPART EUROPE C
;FR0010174425;BNP PARIBAS 1 AN PROTECTION 99 P
;FR0010174631;GROUPAMA ETAT EURO I
;FR0010176107;TEMPO VALUE B
;FR0010176487;EDMOND DE ROTHSCHILD EURO LEADERS C
;FR0010176891;AMUNDI ACTIONS ASIE P
;FR0010177337;ECUREUIL ACTIONS FRANCE
;FR0010177345;SEEYOND ACTIONS CAC 40 M
;FR0010177378;RESERVE ECUREUIL
;FR0010177527;CAMGESTION AVENIR INVESTISSEMENT CLASSIC
;FR0010177535;LCL FONDS ECHUS PEA C
;FR0010177899;CHOIX SOLIDAIRE C
;FR0010177998;EDMOND DE ROTHSCHILD EUROPE MIDCAPS A
;FR0010178665;RAYMOND JAMES EUROPE PLUS A
;FR0010179671;AMUNDI SERENITE PEA I-D
;FR0010183335;SYCOMORE EUROPEAN RECOVERY A
;FR0010183343;SYCOMORE EUROPEAN RECOVERY R
;FR0010184523;MULTIGESTION INTERNATIONALE FLEXIBLE
;FR0010184846;AMUNDI RESA ACTIONS EURO
;FR0010185637;AMUNDI RESA OBLIG DIVERSIFIE
;FR0010186668;AMUNDI OPPORTUNITES C
;FR0010186700;AMUNDI HARMONIE C
;FR0010187674;AMUNDI INFLATION MONDE I
;FR0010187898;R CONVICTION EURO C
;FR0010188136;AMUNDI CONVERTIBLES EUROLAND
;FR0010188334;AXA SELECTION STARS
;FR0010188342;AXA OPTIMAL INCOME
;FR0010188383;AMUNDI ACTIONS EMERGENTS P
;FR0010190215;REGARD ACTIONS
;FR0010191197;HARMONIS REACTIF C
;FR0010191866;AMUNDI DYNARBITRAGE VOLATILITE P-C
;FR0010191908;ECOFI CONVERTIBLES EURO C
;FR0010194274;LBPAM ALTERNA 10 E
;FR0010194340;ECUREUIL OBLI MOYEN TERME (C)
;FR0010194464;ETOILE ACTIONS STYLES
;FR0010194902;AMUNDI GLOBAL MACRO MULTI-ASSET I-C
;FR0010196295;R MULTIGESTION MODERE
;FR0010196303;R MULTIGESTION DYNAMIQUE
;FR0010196311;R MULTIGESTION SPECIAL
;FR0010199091;ECOFI ACTIONS RENDEMENT EURO (C)
;FR0010200287;REMUNIS
;FR0010201699;NATIXIS SOUVERAINS EURO 5-7
;FR0010203612;NEUFLIZE EURO TRESORERIE C
CEC;FR0010204073;Lyxor Est Europe
ASI;FR0010204081;Lyxor Etf China
;FR0010206144;MANSARTIS JAPON
;FR0010208421;OSTRUM SOUVERAINS EURO 1-3 I
;FR0010208900;KLE EONIA PRIME
;FR0010209916;BNP PARIBAS INVEST 3 MOIS PC
;FR0010212670;LA FRANCAISE INFLECTION POINT TREND PREVENTION P A
;FR0010213090;AQUILA GRANDE EUROPE
;FR0010213421;GROUPAMA ETAT MONDE I
;FR0010214213;ECOFI ACTIONS CROISSANCE EURO (C)
;FR0010215509;FRUCTI OBLI EURO COURT TERME (C)
;FR0010217000;ALPHA EQUITY R
;FR0010217430;LCL OBLIGATIONS REVENU TRIM 4
;FR0010217448;LCL OBLIGATIONS REVENU TRIM 5
;FR0010217588;BNP PARIBAS ACTIONS ENTREPRENEURS CLASSIQUE
;FR0010219808;PERFORMANCE VITAE A
;FR0010220038;TRUSTEAM MICROGARP
;FR0010220962;VALEURS FEMININES C
;FR0010221143;LCL OBLIGATIONS COURT TERME EURO (C)
;FR0010223537;DELUBAC PRICING POWER P
;FR0010225052;LFP ALLOCATION 7 R
;FR0010228221;EGAMO MULTI ACTION X
;FR0010229187;DORVAL CONVICTIONS PEA
;FR0010230474;ATOUT OPPORTUNITE C
;FR0010230490;LAZARD CREDIT OPPORTUNITIES A
;FR0010231175;SYCOMORE L/S MARKET NEUTRAL R
;FR0010231936;MCA GTD C
;FR0010232066;INDOSUEZ ALLEGRO (D)
;FR0010232074;INDOSUEZ ALLOCATION 60 (C)
;FR0010232108;INDOSUEZ EUROPE RENDEMENT (C)
;FR0010232298;BFT MONETAIRE (C)
;FR0010233270;ETOILE MULTI GESTION CROISSANCE
;FR0010233726;GENERALI TRESORERIE B
;FR0010233932;OUDART INVESTISSEMENT
;FR0010234211;LCL OBLIGATIONS COURT TERME EURO (D)
;FR0010234740;R OPAL GLOBAL EQUITY C EUR
;FR0010234914;HDF GLOBAL OPPORTUNITIES M EUR
;FR0010234948;HDF MULTI STRATEGIES M EUR
;FR0010234963;HDF MULTI STRATEGIES S EUR
;FR0010236091;BFT CONVERTIBLES ISR C
;FR0010236760;OPTIGEST EUROPE (C)
;FR0010236778;MEDI IMMOBILIER
;FR0010236877;NATIXIS ACTIONS US GROWTH R
;FR0010236893;NATIXIS ACTIONS US VALUE R
;FR0010237503;ROCHE-BRUNE EUROPE ACTIONS C
;FR0010237545;UNION STRATEGIE GARANTI
;FR0010241240;HMG GLOBETROTTER (C)
;FR0010241265;HMG GLOBETROTTER (D)
;FR0010241281;ETOILE MULTI GESTION USA C
;FR0010241620;HDF MULTI STRATEGIES IA EUR
;FR0010241703;R OPAL EUROPE EQUITY C EUR
;FR0010241919;"VIVACCIO ACTIONS ""VIVACCIO ACTIONS"""
;FR0010242461;ELITE 1818 EUROPE OPPORTUNITE
;FR0010242479;ELITE 1818 MONDE MULTI SECTEURS
;FR0010242487;ELITE 1818 SECTEUR IMMOBILIER
;FR0010244160;ENERGIES RENOUVELABLES A
JPN;FR0010245514;Lyxor Etf Japan
;FR0010245944;ECOFI ACTIONS CROISSANCE (ECOFIMONDE)
;FR0010246611;EUROPE ENTREPRENEURS
;FR0010247023;ELITE 1818 EQUILIBRE
;FR0010247783;ODDO AVENIR EURO B
;FR0010247940;CONVERTIBLE EUROPE
;FR0010248310;CNP ACTIONS EUROPE SCHRODERS A
;FR0010249672;CD FRANCE EXPERTISE
;FR0010249847;CD EURO IMMOBILIER (C)
;FR0010250050;CNP ACTIONS EUROPE PIONEER A
;FR0010250068;CD EUROPE EXPERTISE C
;FR0010250084;CD EURO CAPITAL (C)
;FR0010250134;HARMONIS PATRIMOINE C
;FR0010250142;AMBIOSE C
;FR0010250605;UNION OBLI INTERNATIONALES (C)
;FR0010250829;"VALMONDIA ""DIVERSIFIE 2"""
;FR0010251629;BMM MONETAIRE P
;FR0010251660;AMUNDI TRESO CORPORATE C1
;FR0010251736;ATOUT MODERACTIONS C
;FR0010251744;LYXOR IBEX35 (DR) UCITS ETF C/D
;FR0010252635;UNION MONE PREMIERE
;FR0010256396;FEDERAL MULTI PME
;FR0010257352;LBPAM ACTIONS EUROPE (C)
;FR0010257527;ALCIS SELECTION ACTIONS
;FR0010258756;CPR CONSOMMATEUR ACTIONNAIRE P
;FR0010259358;BRONGNIART AVENIR C
;FR0010259382;NATIXIS ACTIONS EURO VALUE R
;FR0010259408;FRIEDLAND ALLOCATION FLEXIBLE AC
;FR0010259424;FLEXIGESTION PATRIMOINE
;FR0010259838;EDMOND DE ROTHSCHILD MULTI ALTERNATIF EQUILIBRE EU
;FR0010259945;OBJECTIF ACTIONS EURO A
;FR0010259986;SIMBAD ACTIONS EUROPE C
;FR0010259994;SIMBAD ACTIONS FRANCE C
;FR0010260000;SIMBAD ACTIONS MONDE C
;FR0010260018;SIMBAD OBLIGATIONS C
MEU;FR0010261198;Lyxor Etf Msci Eu
;FR0010261321;SICAV MONT DIVERSIFIE
;FR0010261842;BNP PARIBAS UTILITIES
;FR0010262436;OBJECTIF SMALL CAPS FRANCE A
;FR0010263244;OBJECTIF MONETAIRE EURO A
;FR0010263491;AMUNDI ACTIONS FRANCE ISR I (C)
;FR0010263574;MONTSEGUR RENDEMENT (C)
;FR0010263822;FRANCE GAN IC
;FR0010265603;MURANO DIVERSIFIE ACTIONS C
;FR0010265611;MURANO DIVERSIFIE IMMOBILIER C
;FR0010265629;MURANO DIVERSIFIE OBLIGATIONS C
;FR0010266924;UFF TEMPO PEA C
;FR0010268227;DANJOU EQUILIBRE
;FR0010269803;HOTTINGUER OBLIG
;FR0010269829;HOTTINGUER MONETAIRE EURO A
;FR0010269837;REFLEX OPPORTUNITES R
CRB;FR0010270033;Lyxor ETF Commodities CRB
;FR0010270959;SLGP PRIGEST PACIFIQUE
;FR0010271460;GAN DYNAMISME I (C)
;FR0010271528;EURO CAPITAL DURABLE NC
;FR0010271676;MONTSEGUR RENDEMENT (D)
;FR0010272377;VENDOME EURO 50
;FR0010273375;OFI VALUE EUROPE A
;FR0010274282;ETOILE OBLI TAUX PLUS
;FR0010274308;NORD EST PATRIMOINE EUROPE C
;FR0010278218;RICHELIEU MONeTAIRE A
;FR0010278408;SG ACTIONS JAPON SELECTION C
;FR0010278416;SG ACTIONS MONDE SELECTION C
;FR0010278424;SG OBLIG MOYEN TERME (C)
;FR0010279075;SG OBLIG MOYEN TERME (D)
;FR0010279315;NOBC MONDE CONVERTIBLES C
;FR0010281477;NOBC EUROPE CONVERTIBLES C
;FR0010283838;ROCHE-BRUNE ZONE EURO ACTIONS C
;FR0010283853;SG OBLIG ETAT EURO P (C)
;FR0010284489;EPARGNE EUROPE DYNAMIQUE
;FR0010284521;SG ACTIONS EUROPE RESTRUCTURATIONS C
;FR0010284539;SG ACTIONS IMMOBILIER (D)
;FR0010285874;SG ACTIONS IMMOBILIER (C)
;FR0010286005;SEXTANT PEA A
;FR0010286013;SEXTANT GRAND LARGE A
;FR0010286021;SEXTANT AUTOUR DU MONDE A
;FR0010286039;T MULTISELECT
;FR0010286732;SG ACTIONS EUROPE LARGECAP (C)
;FR0010286740;SG DIVERSIFIE FRANCE 85 D
;FR0010286765;SG OBLIG MONDE C
;FR0010286872;UFF CROISSANCE PME C
;FR0010286898;UFF EURO-VALEUR C
;FR0010287094;ING DIRECT STRATEGIE
;FR0010287102;ING DIRECT SELECTION EUROPE
;FR0010287664;SG ACTIONS FRANCE LARGECAP C
;FR0010288308;GROUPAMA AVENIR EURO N
